case_id,case_type,subject_identified,account_scope_documented,lookback_days,scope_elements_total,scope_elements_reviewed,evidence_item_count,evidence_source_types,corroborated_typology,disposition,rationale_claim_count,rationale_cited_count,escalation_trigger_count,escalation_flag,alert_to_open_days,open_to_complete_days,chronology_present,missing_5w,empty_narrative_fields,label,category,expected_check
CASE-0000459,SANCTIONS_REFERRAL,1,1,149,5,5,4,negative_news_search|account_statements|correspondence,0,ESCALATED_WITH_FINDING,2,2,1,1,2,12,1,,,0,clean,
CASE-0000460,LAYERING_PASSTHROUGH,1,1,228,6,6,9,transaction_records|internal_referral|negative_news_search,0,CLOSED_NO_FINDING,6,6,0,0,1,36,1,,,0,clean,
CASE-0000461,FRAUD_REFERRAL,1,1,63,5,5,7,correspondence|open_source,0,CLOSED_NO_FINDING,3,3,0,0,1,20,1,,,0,clean,
CASE-0000462,LAYERING_PASSTHROUGH,1,1,185,7,7,4,transaction_records,0,CLOSED_NO_FINDING,5,5,0,0,4,20,1,,,0,minor_findings,
CASE-0000463,STRUCTURING,1,1,139,6,6,6,internal_referral|kyc_file,0,CLOSED_NO_FINDING,6,6,0,0,3,15,1,,,0,clean,
CASE-0000464,STRUCTURING,1,1,125,8,8,4,correspondence|kyc_file|internal_referral|open_source,0,CLOSED_NO_FINDING,2,2,0,0,1,20,1,,,0,clean,
CASE-0000465,STRUCTURING,1,1,116,7,7,6,transaction_records,0,CLOSED_NO_FINDING,4,4,0,0,5,23,1,,,0,minor_findings,
CASE-0000466,SANCTIONS_REFERRAL,1,1,138,4,4,3,internal_referral|kyc_file,0,CLOSED_NO_FINDING,4,4,0,0,4,9,0,,,0,major_findings,
CASE-0000467,LAYERING_PASSTHROUGH,1,1,187,8,8,5,correspondence|transaction_records,0,CLOSED_NO_FINDING,5,5,0,0,4,15,1,,,0,clean,
CASE-0000468,STRUCTURING,1,1,120,5,5,8,correspondence|transaction_records,0,CLOSED_NO_FINDING,4,4,0,0,4,17,1,,,0,clean,
CASE-0000469,STRUCTURING,1,1,95,4,4,10,open_source|account_statements,0,CLOSED_NO_FINDING,3,3,0,0,2,16,1,,,0,clean,
CASE-0000470,FUNNEL_ACCOUNT,1,1,283,6,6,8,account_statements|kyc_file|correspondence,0,CLOSED_NO_FINDING,2,2,3,0,4,23,1,,,1,plant_missed_escalation,missed_escalation
CASE-0000471,STRUCTURING,1,1,105,5,5,7,account_statements|internal_referral|negative_news_search|correspondence,0,CLOSED_NO_FINDING,6,6,0,0,4,10,1,,,0,clean,
CASE-0000472,FRAUD_REFERRAL,1,1,83,7,4,6,open_source|correspondence|kyc_file|transaction_records,0,CLOSED_NO_FINDING,5,5,0,0,1,17,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000473,FUNNEL_ACCOUNT,1,1,309,7,7,9,transaction_records|open_source,0,CLOSED_NO_FINDING,6,6,0,0,5,36,1,,,0,clean,
CASE-0000474,LAYERING_PASSTHROUGH,1,1,191,4,4,3,internal_referral|open_source|account_statements|negative_news_search,0,CLOSED_NO_FINDING,4,4,0,0,1,28,1,,,0,clean,
CASE-0000475,LAYERING_PASSTHROUGH,1,1,281,4,4,3,open_source|account_statements|correspondence,0,ESCALATED_WITH_FINDING,3,3,2,1,4,30,1,,,0,clean,
CASE-0000476,SANCTIONS_REFERRAL,1,1,117,3,3,8,transaction_records|kyc_file|open_source|internal_referral,0,CLOSED_NO_FINDING,6,6,0,1,1,16,1,,,0,minor_findings,
CASE-0000477,FRAUD_REFERRAL,1,1,77,8,8,3,open_source|kyc_file,0,CLOSED_NO_FINDING,5,5,0,0,1,19,1,,,0,clean,
CASE-0000478,FUNNEL_ACCOUNT,1,1,189,8,8,6,kyc_file|account_statements,0,CLOSED_NO_FINDING,6,6,0,1,2,32,1,,,0,minor_findings,
CASE-0000479,FRAUD_REFERRAL,1,1,75,4,4,7,internal_referral|open_source|kyc_file|transaction_records,0,CLOSED_NO_FINDING,2,2,0,0,2,22,1,,,0,clean,
CASE-0000480,FUNNEL_ACCOUNT,1,1,277,7,7,7,negative_news_search|kyc_file|transaction_records,0,CLOSED_NO_FINDING,3,3,0,0,1,28,1,,,0,clean,
CASE-0000481,FUNNEL_ACCOUNT,1,1,221,4,4,4,account_statements|kyc_file,1,CLOSED_NO_FINDING,2,2,0,0,1,26,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000482,FRAUD_REFERRAL,1,1,85,8,8,5,kyc_file|open_source|internal_referral,0,CLOSED_NO_FINDING,2,2,0,0,1,15,1,,,0,clean,
CASE-0000483,STRUCTURING,1,1,136,7,7,9,kyc_file|internal_referral|correspondence|open_source,0,CLOSED_NO_FINDING,6,6,0,0,2,23,1,,,0,clean,
CASE-0000484,LAYERING_PASSTHROUGH,1,1,261,5,5,7,correspondence|kyc_file,0,CLOSED_NO_FINDING,3,3,0,1,1,60,1,,,0,minor_findings,
CASE-0000485,STRUCTURING,1,1,128,8,8,5,correspondence|internal_referral,0,CLOSED_NO_FINDING,3,3,0,0,5,22,1,,,0,clean,
CASE-0000486,STRUCTURING,1,1,116,5,5,6,internal_referral|transaction_records|kyc_file|negative_news_search,0,CLOSED_NO_FINDING,3,3,0,0,5,9,1,,,0,clean,
CASE-0000487,LAYERING_PASSTHROUGH,1,1,238,3,3,10,open_source|kyc_file,0,CLOSED_NO_FINDING,3,3,0,0,3,18,1,,,0,clean,
CASE-0000488,SANCTIONS_REFERRAL,1,1,124,5,5,7,internal_referral|account_statements|negative_news_search|open_source,0,CLOSED_NO_FINDING,4,4,0,0,3,12,1,,,0,clean,
CASE-0000489,SANCTIONS_REFERRAL,1,1,98,7,7,3,negative_news_search|account_statements|open_source,0,CLOSED_NO_FINDING,4,4,0,0,2,19,1,,,0,minor_findings,
CASE-0000490,STRUCTURING,1,1,128,3,3,10,open_source,0,CLOSED_NO_FINDING,3,3,0,0,3,39,1,,,0,minor_findings,
CASE-0000491,FRAUD_REFERRAL,1,1,76,5,5,10,transaction_records|account_statements|open_source|negative_news_search,0,CLOSED_NO_FINDING,5,5,0,0,3,9,1,,,0,clean,
CASE-0000492,FRAUD_REFERRAL,1,1,66,6,6,4,account_statements|kyc_file,0,CLOSED_NO_FINDING,5,5,0,0,4,20,1,,,0,clean,
CASE-0000493,LAYERING_PASSTHROUGH,1,1,288,7,5,4,open_source,0,CLOSED_NO_FINDING,4,4,0,0,3,16,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000494,SANCTIONS_REFERRAL,1,1,110,6,6,10,correspondence|kyc_file,0,CLOSED_NO_FINDING,6,6,0,0,2,8,0,,case_background,0,major_findings,
CASE-0000495,STRUCTURING,1,1,124,8,8,7,account_statements|open_source|correspondence,0,CLOSED_NO_FINDING,2,2,0,0,3,24,1,who|when,,0,major_findings,
CASE-0000496,LAYERING_PASSTHROUGH,1,1,320,6,6,4,account_statements,0,CLOSED_NO_FINDING,2,2,0,1,3,30,1,,,0,minor_findings,
CASE-0000497,FRAUD_REFERRAL,1,1,80,5,5,8,kyc_file|correspondence,1,ESCALATED_WITH_FINDING,6,6,1,1,2,10,1,,,0,clean,
CASE-0000498,SANCTIONS_REFERRAL,1,1,129,4,4,8,correspondence|kyc_file|internal_referral|negative_news_search,0,CLOSED_NO_FINDING,2,2,0,0,1,13,1,,,0,clean,
CASE-0000499,FUNNEL_ACCOUNT,1,1,292,5,5,9,account_statements|transaction_records|correspondence,1,ESCALATED_WITH_FINDING,3,3,1,1,2,28,1,,,0,clean,
CASE-0000500,LAYERING_PASSTHROUGH,1,1,259,8,8,4,open_source|transaction_records|internal_referral,0,CLOSED_NO_FINDING,3,3,0,0,5,33,0,,,0,major_findings,
CASE-0000501,SANCTIONS_REFERRAL,1,1,127,7,7,8,internal_referral|kyc_file,0,ESCALATED_WITH_FINDING,2,2,1,1,4,13,1,,,0,clean,
CASE-0000502,FRAUD_REFERRAL,1,1,66,4,4,4,internal_referral|transaction_records|correspondence,0,ESCALATED_WITH_FINDING,2,2,2,1,2,15,1,,,0,clean,
CASE-0000503,STRUCTURING,1,1,98,6,6,7,transaction_records|kyc_file,0,CLOSED_NO_FINDING,2,2,0,0,5,16,1,,,0,clean,
CASE-0000504,SANCTIONS_REFERRAL,1,1,103,4,4,8,transaction_records|account_statements,0,CLOSED_NO_FINDING,4,4,0,0,1,42,1,why,,0,major_findings,
CASE-0000505,SANCTIONS_REFERRAL,1,1,159,4,4,5,transaction_records|internal_referral|correspondence|account_statements,0,CLOSED_NO_FINDING,6,6,0,0,4,44,1,who|what,,0,major_findings,
CASE-0000506,LAYERING_PASSTHROUGH,1,1,254,3,3,10,internal_referral|kyc_file|negative_news_search,0,CLOSED_NO_FINDING,2,2,0,0,3,18,1,,,0,clean,
CASE-0000507,FUNNEL_ACCOUNT,1,1,278,5,5,10,negative_news_search|open_source,0,CLOSED_NO_FINDING,4,4,0,0,4,28,1,,,0,clean,
CASE-0000508,FUNNEL_ACCOUNT,1,1,315,6,3,8,open_source,0,CLOSED_NO_FINDING,5,5,0,0,1,39,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000509,SANCTIONS_REFERRAL,1,1,160,7,7,5,kyc_file|account_statements,1,ESCALATED_WITH_FINDING,4,4,2,1,4,8,1,,,0,clean,
CASE-0000510,FRAUD_REFERRAL,1,1,88,7,7,9,open_source|internal_referral|negative_news_search,0,CLOSED_NO_FINDING,5,5,0,0,3,21,1,,,0,clean,
CASE-0000511,LAYERING_PASSTHROUGH,1,1,197,3,2,10,account_statements|internal_referral|correspondence,0,CLOSED_NO_FINDING,2,2,0,0,2,35,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000512,FUNNEL_ACCOUNT,1,1,267,6,6,8,correspondence,0,CLOSED_NO_FINDING,6,0,0,0,1,41,1,,,1,plant_uncited_disposition,unsupported_disposition
CASE-0000513,FUNNEL_ACCOUNT,1,1,252,6,6,8,negative_news_search|transaction_records|internal_referral|open_source,0,CLOSED_NO_FINDING,2,2,0,0,3,31,1,,,0,clean,
CASE-0000514,FUNNEL_ACCOUNT,1,1,260,4,4,7,account_statements|open_source|internal_referral|correspondence,0,CLOSED_NO_FINDING,4,4,0,0,4,14,1,,,0,clean,
CASE-0000515,FUNNEL_ACCOUNT,1,1,275,6,6,10,negative_news_search|account_statements|correspondence,0,CLOSED_NO_FINDING,2,2,0,0,1,31,0,why|when,,0,major_findings,
CASE-0000516,STRUCTURING,1,1,48,3,3,8,correspondence|internal_referral|negative_news_search,0,CLOSED_NO_FINDING,2,2,0,0,1,11,0,,,0,major_findings,
CASE-0000517,FUNNEL_ACCOUNT,1,1,213,4,2,7,negative_news_search,0,CLOSED_NO_FINDING,2,2,0,0,1,33,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000518,FUNNEL_ACCOUNT,1,1,218,6,6,10,transaction_records|kyc_file|open_source|negative_news_search,0,CLOSED_NO_FINDING,4,4,0,0,5,25,1,,,0,clean,
CASE-0000519,FRAUD_REFERRAL,1,1,76,4,4,8,internal_referral,0,CLOSED_NO_FINDING,4,4,0,0,1,40,1,,,0,minor_findings,
CASE-0000520,LAYERING_PASSTHROUGH,1,1,323,5,5,9,negative_news_search|internal_referral,0,CLOSED_NO_FINDING,2,1,0,0,3,21,1,,,1,plant_uncited_disposition,unsupported_disposition
CASE-0000521,LAYERING_PASSTHROUGH,1,1,273,3,3,7,correspondence|kyc_file|open_source|internal_referral,0,CLOSED_NO_FINDING,3,3,0,0,4,19,1,,,0,clean,
CASE-0000522,STRUCTURING,1,1,135,3,3,5,open_source|account_statements|correspondence|kyc_file,0,CLOSED_NO_FINDING,6,6,0,0,5,9,1,,,0,clean,
CASE-0000523,FRAUD_REFERRAL,1,1,90,8,8,6,open_source|account_statements|internal_referral,0,CLOSED_NO_FINDING,3,3,0,0,4,23,0,,case_background|conclusion,0,major_findings,
CASE-0000524,STRUCTURING,1,1,139,5,5,6,account_statements|transaction_records|correspondence,0,CLOSED_NO_FINDING,3,0,0,0,3,19,1,,,1,plant_uncited_disposition,unsupported_disposition
CASE-0000525,FUNNEL_ACCOUNT,1,1,209,3,3,7,transaction_records|kyc_file,0,CLOSED_NO_FINDING,4,4,0,0,4,30,1,,,0,clean,
CASE-0000526,STRUCTURING,1,1,146,6,6,3,kyc_file|negative_news_search,0,CLOSED_NO_FINDING,4,4,0,0,1,41,1,,,0,minor_findings,
CASE-0000527,FRAUD_REFERRAL,1,1,84,8,8,4,internal_referral|negative_news_search|correspondence|kyc_file,0,CLOSED_NO_FINDING,5,5,0,0,2,11,1,,,0,clean,
CASE-0000528,STRUCTURING,1,1,113,5,5,9,account_statements,1,CLOSED_NO_FINDING,3,3,0,0,1,23,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000529,FUNNEL_ACCOUNT,1,1,250,3,2,8,transaction_records|kyc_file|negative_news_search|open_source,0,CLOSED_NO_FINDING,5,5,0,0,3,36,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000530,FRAUD_REFERRAL,1,1,99,5,5,3,negative_news_search|transaction_records|internal_referral|account_statements,1,CLOSED_NO_FINDING,4,4,0,0,3,16,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000531,FRAUD_REFERRAL,1,1,101,4,4,9,open_source|kyc_file,0,CLOSED_NO_FINDING,4,4,0,0,1,19,1,,,0,clean,
CASE-0000532,FRAUD_REFERRAL,1,1,103,4,4,8,open_source|transaction_records|kyc_file|internal_referral,0,CLOSED_NO_FINDING,5,5,0,0,2,24,1,,,0,clean,
CASE-0000533,FUNNEL_ACCOUNT,1,1,298,3,3,7,transaction_records|kyc_file|open_source|internal_referral,0,CLOSED_NO_FINDING,5,5,0,0,4,35,1,,,0,clean,
CASE-0000534,SANCTIONS_REFERRAL,1,1,99,8,8,9,account_statements,0,CLOSED_NO_FINDING,4,4,0,0,2,12,1,,,0,minor_findings,
CASE-0000535,SANCTIONS_REFERRAL,1,1,119,8,8,8,open_source|internal_referral|account_statements,0,CLOSED_NO_FINDING,4,4,0,0,2,15,1,,,0,clean,
CASE-0000536,LAYERING_PASSTHROUGH,1,1,232,6,6,9,correspondence|negative_news_search|account_statements,0,CLOSED_NO_FINDING,2,2,0,0,3,19,1,,,0,clean,
CASE-0000537,FRAUD_REFERRAL,1,1,106,3,3,6,internal_referral|account_statements|transaction_records,0,CLOSED_NO_FINDING,0,0,0,0,5,17,1,,,1,plant_missing_mandatory,missing_mandatory_element
CASE-0000538,FRAUD_REFERRAL,1,1,85,8,8,10,open_source|transaction_records|account_statements|negative_news_search,0,CLOSED_NO_FINDING,3,3,0,0,5,8,1,,,0,clean,
CASE-0000539,FRAUD_REFERRAL,1,0,78,6,6,9,negative_news_search|account_statements,0,CLOSED_NO_FINDING,4,4,0,0,3,13,1,,,1,plant_missing_mandatory,missing_mandatory_element
CASE-0000540,STRUCTURING,1,1,155,6,6,8,internal_referral|correspondence|open_source|transaction_records,0,CLOSED_NO_FINDING,2,2,0,0,3,12,1,,,0,clean,
CASE-0000541,FRAUD_REFERRAL,1,1,78,8,8,9,negative_news_search|kyc_file|transaction_records|correspondence,0,CLOSED_NO_FINDING,6,6,0,0,4,19,1,,,0,clean,
CASE-0000542,FUNNEL_ACCOUNT,1,1,319,8,8,3,kyc_file|negative_news_search,0,CLOSED_NO_FINDING,6,6,0,0,3,39,1,,,0,clean,
CASE-0000543,FRAUD_REFERRAL,1,1,61,7,7,5,account_statements|negative_news_search|open_source,0,CLOSED_NO_FINDING,4,4,0,0,2,25,1,,,0,clean,
CASE-0000544,STRUCTURING,1,1,100,6,6,4,transaction_records|account_statements|open_source,1,CLOSED_NO_FINDING,4,4,0,0,3,20,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000545,STRUCTURING,1,1,127,5,5,9,kyc_file|internal_referral,0,CLOSED_NO_FINDING,5,5,1,0,3,19,1,,,1,plant_missed_escalation,missed_escalation
CASE-0000546,LAYERING_PASSTHROUGH,1,1,187,4,4,5,open_source|kyc_file,0,CLOSED_NO_FINDING,3,3,3,0,4,15,1,,,1,plant_missed_escalation,missed_escalation
CASE-0000547,FRAUD_REFERRAL,1,1,86,8,8,10,transaction_records|internal_referral|account_statements,0,CLOSED_NO_FINDING,2,2,0,0,4,13,1,,,0,clean,
CASE-0000548,STRUCTURING,1,1,130,5,5,6,transaction_records|negative_news_search|internal_referral|account_statements,0,CLOSED_NO_FINDING,5,5,0,0,2,22,1,,,0,clean,
CASE-0000549,STRUCTURING,1,1,91,5,5,4,open_source,0,CLOSED_NO_FINDING,4,4,1,0,4,19,1,,,1,plant_missed_escalation,missed_escalation
CASE-0000550,SANCTIONS_REFERRAL,1,1,132,5,5,3,transaction_records|internal_referral|negative_news_search,0,CLOSED_NO_FINDING,5,0,0,0,4,10,1,,,1,plant_uncited_disposition,unsupported_disposition
CASE-0000551,FRAUD_REFERRAL,1,1,26,3,3,7,correspondence|transaction_records|internal_referral,0,CLOSED_NO_FINDING,6,6,0,0,5,9,0,,,0,major_findings,
CASE-0000552,SANCTIONS_REFERRAL,1,1,117,4,4,9,internal_referral|correspondence|account_statements,0,CLOSED_NO_FINDING,2,2,0,0,1,16,1,,,0,clean,
CASE-0000553,FRAUD_REFERRAL,1,1,66,7,7,4,negative_news_search|account_statements|open_source,0,CLOSED_NO_FINDING,5,5,0,0,3,23,1,,,0,clean,
CASE-0000554,FUNNEL_ACCOUNT,1,1,288,3,3,8,account_statements|open_source|internal_referral|transaction_records,1,CLOSED_NO_FINDING,2,2,0,0,5,27,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000555,SANCTIONS_REFERRAL,1,1,135,7,5,4,account_statements,0,CLOSED_NO_FINDING,5,5,0,0,2,16,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000556,FUNNEL_ACCOUNT,1,1,261,5,5,4,correspondence,0,CLOSED_NO_FINDING,6,6,0,0,5,50,1,,,0,minor_findings,
CASE-0000557,STRUCTURING,1,1,137,8,8,5,correspondence|open_source,1,ESCALATED_WITH_FINDING,2,2,3,1,5,7,1,,,0,clean,
CASE-0000558,LAYERING_PASSTHROUGH,1,1,229,5,5,5,account_statements|transaction_records,0,CLOSED_NO_FINDING,6,6,0,0,4,29,1,,,0,clean,
CASE-0000559,SANCTIONS_REFERRAL,1,1,90,3,3,10,internal_referral|open_source|negative_news_search,0,CLOSED_NO_FINDING,5,5,0,0,1,7,1,,,0,clean,
CASE-0000560,FRAUD_REFERRAL,1,1,66,3,3,3,transaction_records|correspondence,0,CLOSED_NO_FINDING,3,3,0,0,4,21,1,,,0,clean,
CASE-0000561,STRUCTURING,1,1,150,6,6,6,kyc_file|open_source,1,CLOSED_NO_FINDING,3,3,0,0,2,20,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000562,STRUCTURING,1,1,91,6,6,10,account_statements|correspondence|kyc_file|open_source,0,CLOSED_NO_FINDING,2,2,0,0,4,23,1,,,0,clean,
CASE-0000563,STRUCTURING,1,1,143,6,6,7,open_source|correspondence,0,CLOSED_NO_FINDING,5,5,0,0,4,24,1,,,0,clean,
CASE-0000564,SANCTIONS_REFERRAL,1,1,128,3,3,9,kyc_file|negative_news_search|transaction_records|correspondence,0,CLOSED_NO_FINDING,5,5,0,0,4,6,1,,,0,clean,
CASE-0000565,STRUCTURING,1,1,122,5,5,9,account_statements|kyc_file,1,CLOSED_NO_FINDING,3,3,0,0,5,22,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000566,LAYERING_PASSTHROUGH,1,1,274,8,8,5,internal_referral|correspondence|open_source,0,CLOSED_NO_FINDING,5,5,0,0,3,37,1,,,0,clean,
CASE-0000567,SANCTIONS_REFERRAL,1,1,134,4,4,7,internal_referral|transaction_records|open_source|account_statements,0,CLOSED_NO_FINDING,3,0,0,0,3,13,1,,,1,plant_uncited_disposition,unsupported_disposition
CASE-0000568,FUNNEL_ACCOUNT,1,1,186,7,7,3,kyc_file|correspondence|account_statements,0,CLOSED_NO_FINDING,3,3,0,0,3,20,1,,,0,clean,
CASE-0000569,FRAUD_REFERRAL,1,1,80,5,5,6,negative_news_search|account_statements,0,CLOSED_NO_FINDING,5,0,0,0,1,24,1,,,1,plant_uncited_disposition,unsupported_disposition
CASE-0000570,STRUCTURING,1,1,152,8,8,4,transaction_records|open_source|internal_referral|correspondence,0,CLOSED_NO_FINDING,2,2,0,0,3,23,1,,,0,clean,
CASE-0000571,LAYERING_PASSTHROUGH,1,1,253,3,3,5,transaction_records|account_statements|kyc_file|internal_referral,0,CLOSED_NO_FINDING,4,4,0,0,1,37,0,,case_background,0,major_findings,
CASE-0000572,FUNNEL_ACCOUNT,1,1,243,4,4,9,transaction_records,0,CLOSED_NO_FINDING,4,4,0,1,2,19,1,,,0,minor_findings,
CASE-0000573,SANCTIONS_REFERRAL,1,1,120,7,7,6,correspondence|open_source,0,CLOSED_NO_FINDING,5,5,0,0,2,7,1,,,0,clean,
CASE-0000574,FRAUD_REFERRAL,1,1,105,5,5,10,kyc_file,0,CLOSED_NO_FINDING,6,6,1,0,5,20,1,,,1,plant_missed_escalation,missed_escalation
CASE-0000575,SANCTIONS_REFERRAL,1,1,156,8,8,5,transaction_records|internal_referral|negative_news_search|kyc_file,0,CLOSED_NO_FINDING,5,5,0,0,4,12,1,,,0,clean,
CASE-0000576,SANCTIONS_REFERRAL,1,1,155,5,5,3,negative_news_search|correspondence|account_statements,0,CLOSED_NO_FINDING,5,5,0,0,3,12,1,,,0,clean,
CASE-0000577,STRUCTURING,1,1,114,8,8,9,kyc_file|transaction_records,0,CLOSED_NO_FINDING,2,2,0,0,5,17,1,,,0,clean,
CASE-0000578,FUNNEL_ACCOUNT,1,1,220,7,7,4,negative_news_search|kyc_file|correspondence|internal_referral,0,CLOSED_NO_FINDING,3,3,0,0,2,28,1,,,0,clean,
CASE-0000579,FRAUD_REFERRAL,1,1,94,5,5,4,transaction_records|kyc_file|internal_referral|negative_news_search,0,CLOSED_NO_FINDING,2,2,0,0,3,12,1,,,0,clean,
CASE-0000580,SANCTIONS_REFERRAL,1,1,122,3,3,6,negative_news_search|correspondence|internal_referral|account_statements,1,ESCALATED_WITH_FINDING,4,4,3,1,3,11,1,,,0,clean,
CASE-0000581,SANCTIONS_REFERRAL,1,1,62,7,7,4,negative_news_search|correspondence|account_statements,0,CLOSED_NO_FINDING,4,4,0,0,1,47,1,,,0,major_findings,
CASE-0000582,FUNNEL_ACCOUNT,1,1,277,5,5,9,negative_news_search|correspondence|open_source|kyc_file,1,ESCALATED_WITH_FINDING,6,6,2,1,2,27,1,,,0,clean,
CASE-0000583,SANCTIONS_REFERRAL,1,1,149,6,3,5,account_statements,0,CLOSED_NO_FINDING,6,6,0,0,4,12,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000584,STRUCTURING,1,1,133,3,3,9,transaction_records|kyc_file,0,CLOSED_NO_FINDING,6,6,0,0,5,13,1,,,0,clean,
CASE-0000585,LAYERING_PASSTHROUGH,1,1,222,5,5,3,account_statements|negative_news_search,1,ESCALATED_WITH_FINDING,5,5,2,1,3,39,1,,,0,clean,
CASE-0000586,STRUCTURING,1,1,115,7,7,3,open_source|negative_news_search|kyc_file,1,CLOSED_NO_FINDING,6,6,0,0,4,8,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000587,FUNNEL_ACCOUNT,1,1,252,4,4,10,internal_referral|open_source|account_statements,0,CLOSED_NO_FINDING,4,4,0,0,5,16,1,,,0,clean,
CASE-0000588,LAYERING_PASSTHROUGH,1,1,228,6,6,3,open_source|internal_referral|kyc_file|transaction_records,0,CLOSED_NO_FINDING,3,3,0,0,4,19,1,,,0,clean,
CASE-0000589,LAYERING_PASSTHROUGH,1,1,272,3,3,4,negative_news_search|correspondence,0,CLOSED_NO_FINDING,6,6,0,0,3,28,1,,activity_reviewed,0,major_findings,
CASE-0000590,STRUCTURING,1,1,109,3,3,6,correspondence|internal_referral,0,CLOSED_NO_FINDING,6,6,0,0,5,9,1,,,0,clean,
CASE-0000591,FRAUD_REFERRAL,1,1,101,6,6,3,open_source|account_statements|correspondence,0,CLOSED_NO_FINDING,2,2,0,0,4,17,1,,,0,clean,
CASE-0000592,FUNNEL_ACCOUNT,1,1,258,3,3,7,open_source,1,CLOSED_NO_FINDING,2,2,0,0,3,17,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000593,STRUCTURING,1,1,94,8,8,9,kyc_file|account_statements,0,CLOSED_NO_FINDING,5,5,0,1,1,41,1,,,0,minor_findings,
CASE-0000594,STRUCTURING,1,1,117,7,7,4,transaction_records|kyc_file|open_source,0,CLOSED_NO_FINDING,6,6,0,0,2,18,1,,,0,clean,
CASE-0000595,FUNNEL_ACCOUNT,1,1,218,3,3,4,correspondence|negative_news_search,0,CLOSED_NO_FINDING,3,3,0,0,2,38,1,,,0,clean,
CASE-0000596,FUNNEL_ACCOUNT,1,1,233,4,4,5,negative_news_search|open_source,1,ESCALATED_WITH_FINDING,6,6,1,1,5,18,1,,,0,clean,
CASE-0000597,FRAUD_REFERRAL,1,1,60,4,4,10,negative_news_search|kyc_file|open_source,0,CLOSED_NO_FINDING,4,4,0,0,5,11,1,,case_background|conclusion,0,major_findings,
CASE-0000598,LAYERING_PASSTHROUGH,1,1,197,8,8,5,negative_news_search|kyc_file|open_source|account_statements,0,CLOSED_NO_FINDING,6,6,0,0,3,17,1,when|what,activity_reviewed|case_background,0,major_findings,
CASE-0000599,LAYERING_PASSTHROUGH,1,1,267,3,3,3,internal_referral|account_statements,1,ESCALATED_WITH_FINDING,5,5,3,1,2,31,1,,,0,clean,
CASE-0000600,SANCTIONS_REFERRAL,1,1,136,8,8,3,open_source|internal_referral|transaction_records|kyc_file,0,CLOSED_NO_FINDING,5,5,0,0,1,47,0,,,0,major_findings,
CASE-0000601,FUNNEL_ACCOUNT,1,1,289,3,3,8,transaction_records|negative_news_search,0,CLOSED_NO_FINDING,4,4,0,0,1,22,1,,,0,clean,
CASE-0000602,STRUCTURING,1,1,110,3,3,6,account_statements|internal_referral,0,CLOSED_NO_FINDING,5,5,0,0,4,23,1,what|why,,0,major_findings,
CASE-0000603,LAYERING_PASSTHROUGH,1,1,264,3,3,4,internal_referral,0,CLOSED_NO_FINDING,3,3,0,1,5,26,1,,,0,minor_findings,
CASE-0000604,LAYERING_PASSTHROUGH,1,1,315,3,3,3,open_source|correspondence|kyc_file,0,CLOSED_NO_FINDING,2,2,0,1,1,55,1,,,0,minor_findings,
CASE-0000605,STRUCTURING,1,1,122,7,7,3,account_statements|kyc_file|transaction_records,1,CLOSED_NO_FINDING,6,6,0,0,3,24,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000606,STRUCTURING,1,1,104,4,2,8,transaction_records|internal_referral|correspondence,0,CLOSED_NO_FINDING,2,2,0,0,4,23,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000607,SANCTIONS_REFERRAL,1,1,107,6,6,8,correspondence|kyc_file,0,CLOSED_NO_FINDING,6,6,0,0,3,7,1,,,0,clean,
CASE-0000608,FRAUD_REFERRAL,1,1,20,3,3,4,transaction_records|correspondence,0,CLOSED_NO_FINDING,5,5,0,0,1,71,1,,,0,major_findings,
CASE-0000609,LAYERING_PASSTHROUGH,1,1,302,5,5,9,negative_news_search|open_source,0,ESCALATED_WITH_FINDING,3,3,3,1,1,30,1,,,0,clean,
CASE-0000610,FUNNEL_ACCOUNT,1,1,269,7,7,8,transaction_records,0,CLOSED_NO_FINDING,6,6,0,0,4,33,1,,,0,minor_findings,
